PM10,PM2.5,SO2,NO2,O3,CO,Latitude,Longitude
40.0,26.0,0.005,0.016,0.035,0.5,37.5720164,127.0050075
36.0,22.0,0.005,0.018,0.035,0.5,37.5720164,127.0050075
38.0,27.0,0.006,0.019,0.035,0.5,37.5720164,127.0050075
39.0,24.0,0.006,0.019,0.035,0.5,37.5720164,127.0050075
37.0,21.0,0.004,0.019,0.034,0.4,37.5720164,127.0050075
36.0,17.0,0.004,0.029,0.025,0.5,37.5720164,127.0050075
35.0,18.0,0.004,0.028,0.024,0.4,37.5720164,127.0050075
35.0,17.0,0.004,0.026,0.024,0.4,37.5720164,127.0050075
35.0,16.0,0.003,0.024,0.023,0.4,37.5720164,127.0050075
32.0,15.0,0.004,0.02,0.024,0.4,37.5720164,127.0050075
29.0,16.0,0.004,0.02,0.023,0.4,37.5720164,127.0050075
28.0,12.0,0.003,0.02,0.022,0.4,37.5720164,127.0050075
29.0,13.0,0.004,0.016,0.026,0.3,37.5720164,127.0050075
23.0,10.0,0.003,0.009,0.032,0.3,37.5720164,127.0050075
21.0,10.0,0.003,0.008,0.033,0.3,37.5720164,127.0050075
19.0,8.0,0.003,0.012,0.029,0.3,37.5720164,127.0050075
20.0,9.0,0.003,0.013,0.029,0.3,37.5720164,127.0050075
20.0,8.0,0.003,0.016,0.025,0.3,37.5720164,127.0050075
20.0,8.0,0.003,0.029,0.015,0.3,37.5720164,127.0050075
19.0,9.0,0.003,0.035,0.01,0.4,37.5720164,127.0050075
21.0,11.0,0.003,0.044,0.0069999999999999,0.6,37.5720164,127.0050075
19.0,4.0,0.004,0.047,0.009,0.7,37.5720164,127.0050075
28.0,14.0,0.005,0.044,0.012,0.7,37.5720164,127.0050075
28.0,15.0,0.004,0.034,0.019,0.5,37.5720164,127.0050075
28.0,15.0,0.005,0.03,0.024,0.4,37.5720164,127.0050075
29.0,18.0,0.005,0.026,0.029,0.4,37.5720164,127.0050075
30.0,21.0,0.005,0.024,0.03,0.5,37.5720164,127.0050075
29.0,18.0,0.005,0.025,0.031,0.5,37.5720164,127.0050075
31.0,16.0,0.005,0.029,0.029,0.5,37.5720164,127.0050075
33.0,19.0,0.004,0.045,0.017,0.7,37.5720164,127.0050075
39.0,23.0,0.004,0.056,0.008,1.0,37.5720164,127.0050075
42.0,27.0,0.004,0.061,0.004,0.9,37.5720164,127.0050075
43.0,30.0,0.003,0.068,0.002,0.9,37.5720164,127.0050075
42.0,26.0,0.004,0.065,0.003,0.7,37.5720164,127.0050075
37.0,23.0,0.004,0.056,0.0069999999999999,0.6,37.5720164,127.0050075
39.0,21.0,0.004,0.048,0.012,0.5,37.5720164,127.0050075
43.0,23.0,0.003,0.05,0.011,0.5,37.5720164,127.0050075
42.0,25.0,0.004,0.029,0.03,0.5,37.5720164,127.0050075
44.0,31.0,0.003,0.021,0.035,0.5,37.5720164,127.0050075
44.0,30.0,0.004,0.018,0.037,0.5,37.5720164,127.0050075
45.0,34.0,0.004,0.024,0.032,0.5,37.5720164,127.0050075
46.0,33.0,0.004,0.035,0.022,0.6,37.5720164,127.0050075
47.0,34.0,0.004,0.066,0.003,0.9,37.5720164,127.0050075
50.0,37.0,0.003,0.072,0.003,1.1,37.5720164,127.0050075
56.0,46.0,0.005,0.08,0.003,1.3,37.5720164,127.0050075
57.0,41.0,0.005,0.067,0.005,1.2,37.5720164,127.0050075
67.0,50.0,0.005,0.06,0.01,0.1,37.5720164,127.0050075
67.0,51.0,0.006,0.057,0.016,0.9,37.5720164,127.0050075
77.0,57.0,0.008,0.042,0.029,0.8,37.5720164,127.0050075
77.0,56.0,0.008,0.04,0.033,0.7,37.5720164,127.0050075
85.0,62.0,0.008,0.044,0.031,0.7,37.5720164,127.0050075
81.0,61.0,0.008,0.037,0.04,0.7,37.5720164,127.0050075
86.0,65.0,0.008,0.046,0.031,0.7,37.5720164,127.0050075
82.0,63.0,0.0069999999999999,0.048,0.03,0.8,37.5720164,127.0050075
77.0,63.0,0.005,0.049,0.024,0.8,37.5720164,127.0050075
69.0,56.0,0.005,0.055,0.017,0.8,37.5720164,127.0050075
76.0,61.0,0.004,0.064,0.009,1.0,37.5720164,127.0050075
73.0,59.0,0.004,0.062,0.01,0.9,37.5720164,127.0050075
71.0,56.0,0.004,0.06,0.01,0.8,37.5720164,127.0050075
60.0,50.0,0.004,0.073,0.003,1.0,37.5720164,127.0050075
70.0,59.0,0.004,0.079,0.002,1.2,37.5720164,127.0050075
75.0,62.0,0.004,0.0819999999999999,0.003,1.4,37.5720164,127.0050075
79.0,67.0,0.004,0.078,0.003,1.3,37.5720164,127.0050075
77.0,65.0,0.004,0.075,0.002,1.3,37.5720164,127.0050075
81.0,72.0,0.004,0.075,0.002,1.4,37.5720164,127.0050075
78.0,69.0,0.004,0.067,0.002,1.3,37.5720164,127.0050075
81.0,71.0,0.004,0.065,0.002,1.3,37.5720164,127.0050075
80.0,67.0,0.004,0.062,0.002,1.2,37.5720164,127.0050075
85.0,77.0,0.004,0.068,0.003,1.3,37.5720164,127.0050075
86.0,74.0,0.004,0.069,0.004,1.3,37.5720164,127.0050075
94.0,83.0,0.004,0.065,0.005,1.1,37.5720164,127.0050075
91.0,79.0,0.005,0.063,0.0069999999999999,1.0,37.5720164,127.0050075
93.0,78.0,0.005,0.06,0.01,0.9,37.5720164,127.0050075
95.0,77.0,0.005,0.061,0.011,0.9,37.5720164,127.0050075
96.0,80.0,0.005,0.07,0.0069999999999999,1.0,37.5720164,127.0050075
105.0,86.0,0.005,0.07,0.006,1.0,37.5720164,127.0050075
106.0,88.0,0.005,0.067,0.006,0.9,37.5720164,127.0050075
97.0,83.0,0.005,0.067,0.008,0.9,37.5720164,127.0050075
100.0,85.0,0.006,0.076,0.003,1.0,37.5720164,127.0050075
98.0,83.0,0.005,0.08,0.002,1.1,37.5720164,127.0050075
106.0,90.0,0.005,0.079,0.003,1.2,37.5720164,127.0050075
109.0,90.0,0.005,0.075,0.002,1.1,37.5720164,127.0050075
112.0,95.0,0.005,0.076,0.003,1.2,37.5720164,127.0050075
111.0,95.0,0.005,0.078,0.003,1.4,37.5720164,127.0050075
116.0,101.0,0.005,0.069,0.002,1.3,37.5720164,127.0050075
117.0,100.0,0.005,0.066,0.002,1.3,37.5720164,127.0050075
112.0,98.0,0.005,0.061,0.002,1.1,37.5720164,127.0050075
102.0,90.0,0.005,0.056,0.003,1.0,37.5720164,127.0050075
99.0,87.0,0.004,0.053,0.002,1.0,37.5720164,127.0050075
89.0,79.0,0.005,0.053,0.003,1.0,37.5720164,127.0050075
89.0,80.0,0.005,0.06,0.002,1.1,37.5720164,127.0050075
87.0,77.0,0.005,0.061,0.002,1.2,37.5720164,127.0050075
100.0,87.0,0.005,0.051,0.003,1.0,37.5720164,127.0050075
87.0,75.0,0.005,0.053,0.004,1.0,37.5720164,127.0050075
66.0,56.0,0.004,0.038,0.015,0.6,37.5720164,127.0050075
21.0,12.0,0.003,0.025,0.023,0.4,37.5720164,127.0050075
18.0,12.0,0.003,0.03,0.02,0.5,37.5720164,127.0050075
22.0,16.0,0.003,0.032,0.017,0.5,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.5720164,127.0050075
40.0,34.0,0.004,0.028,0.022,0.4,37.5720164,127.0050075
37.0,29.0,0.004,0.027,0.023,0.4,37.5720164,127.0050075
39.0,33.0,0.005,0.023,0.029,0.4,37.5720164,127.0050075
39.0,32.0,0.005,0.02,0.033,0.4,37.5720164,127.0050075
40.0,32.0,0.004,0.02,0.035,0.4,37.5720164,127.0050075
38.0,28.0,0.005,0.019,0.036,0.4,37.5720164,127.0050075
35.0,28.0,0.004,0.02,0.036,0.4,37.5720164,127.0050075
35.0,25.0,0.005,0.018,0.037,0.4,37.5720164,127.0050075
303.0,310.0,0.077,0.004,0.0069999999999999,9.0,37.5720164,127.0050075
52.0,56.0,0.01,0.025,0.052,1.1,37.5720164,127.0050075
28.0,15.0,0.004,0.033,0.019,0.5,37.5720164,127.0050075
33.0,20.0,0.004,0.023,0.024,0.4,37.5720164,127.0050075
30.0,18.0,0.003,0.023,0.024,0.4,37.5720164,127.0050075
26.0,17.0,0.003,0.022,0.024,0.4,37.5720164,127.0050075
24.0,15.0,0.003,0.02,0.026,0.4,37.5720164,127.0050075
23.0,13.0,0.004,0.026,0.021,0.4,37.5720164,127.0050075
23.0,13.0,0.004,0.03,0.017,0.4,37.5720164,127.0050075
24.0,16.0,0.003,0.027,0.018,0.4,37.5720164,127.0050075
22.0,18.0,0.003,0.025,0.019,0.4,37.5720164,127.0050075
23.0,15.0,0.003,0.028,0.016,0.4,37.5720164,127.0050075
23.0,17.0,0.003,0.033,0.012,0.5,37.5720164,127.0050075
25.0,15.0,0.003,0.041,0.006,0.6,37.5720164,127.0050075
26.0,14.0,0.004,0.043,0.006,0.6,37.5720164,127.0050075
28.0,18.0,0.004,0.051,0.003,0.7,37.5720164,127.0050075
30.0,22.0,0.005,0.048,0.005,0.7,37.5720164,127.0050075
32.0,21.0,0.004,0.046,0.0069999999999999,0.7,37.5720164,127.0050075
36.0,24.0,0.005,0.046,0.008,0.7,37.5720164,127.0050075
38.0,23.0,0.005,0.047,0.009,0.6,37.5720164,127.0050075
41.0,29.0,0.005,0.046,0.011,0.7,37.5720164,127.0050075
42.0,27.0,0.005,0.052,0.01,0.8,37.5720164,127.0050075
46.0,35.0,0.005,0.05,0.012,0.7,37.5720164,127.0050075
44.0,31.0,0.005,0.058,0.0069999999999999,0.8,37.5720164,127.0050075
52.0,36.0,0.005,0.056,0.006,0.7,37.5720164,127.0050075
51.0,33.0,0.005,0.057,0.004,0.6,37.5720164,127.0050075
52.0,36.0,0.005,0.059,0.002,0.8,37.5720164,127.0050075
47.0,33.0,0.004,0.059,0.002,0.8,37.5720164,127.0050075
44.0,31.0,0.004,0.049,0.005,0.7,37.5720164,127.0050075
40.0,25.0,0.004,0.036,0.011,0.6,37.5720164,127.0050075
41.0,27.0,0.004,0.041,0.008,0.5,37.5720164,127.0050075
39.0,24.0,0.004,0.048,0.004,0.6,37.5720164,127.0050075
42.0,25.0,0.004,0.052,0.002,0.7,37.5720164,127.0050075
41.0,28.0,0.004,0.051,0.002,0.7,37.5720164,127.0050075
44.0,32.0,0.004,0.05,0.002,0.8,37.5720164,127.0050075
39.0,28.0,0.004,0.051,0.002,0.8,37.5720164,127.0050075
40.0,33.0,0.004,0.051,0.002,0.8,37.5720164,127.0050075
42.0,29.0,0.004,0.052,0.002,0.9,37.5720164,127.0050075
45.0,33.0,0.004,0.056,0.002,1.0,37.5720164,127.0050075
50.0,38.0,0.005,0.064,0.002,1.3,37.5720164,127.0050075
56.0,50.0,0.005,0.054,0.003,1.1,37.5720164,127.0050075
69.0,57.0,0.006,0.058,0.004,1.1,37.5720164,127.0050075
78.0,63.0,0.006,0.07,0.004,1.4,37.5720164,127.0050075
77.0,60.0,0.006,0.062,0.005,1.0,37.5720164,127.0050075
56.0,41.0,0.005,0.044,0.011,0.6,37.5720164,127.0050075
52.0,34.0,0.005,0.051,0.008,0.7,37.5720164,127.0050075
71.0,46.0,0.006,0.046,0.013,0.6,37.5720164,127.0050075
59.0,34.0,0.005,0.037,0.019,0.5,37.5720164,127.0050075
65.0,44.0,0.005,0.037,0.014,0.6,37.5720164,127.0050075
59.0,29.0,0.005,0.042,0.01,0.6,37.5720164,127.0050075
49.0,25.0,0.004,0.043,0.01,0.6,37.5720164,127.0050075
41.0,21.0,0.004,0.036,0.016,0.4,37.5720164,127.0050075
32.0,20.0,0.004,0.042,0.01,0.5,37.5720164,127.0050075
29.0,17.0,0.004,0.022,0.025,0.5,37.5720164,127.0050075
27.0,16.0,0.004,0.018,0.028,0.4,37.5720164,127.0050075
24.0,15.0,0.003,0.02,0.026,0.4,37.5720164,127.0050075
28.0,17.0,0.004,0.02,0.025,0.4,37.5720164,127.0050075
29.0,20.0,0.004,0.017,0.027,0.4,37.5720164,127.0050075
32.0,22.0,0.004,0.012,0.029,0.4,37.5720164,127.0050075
37.0,23.0,0.005,0.012,0.027,0.5,37.5720164,127.0050075
45.0,30.0,0.004,0.013,0.025,0.4,37.5720164,127.0050075
40.0,28.0,0.005,0.018,0.022,0.4,37.5720164,127.0050075
41.0,28.0,0.004,0.02,0.021,0.4,37.5720164,127.0050075
41.0,27.0,0.004,0.02,0.022,0.4,37.5720164,127.0050075
38.0,25.0,0.004,0.025,0.019,0.4,37.5720164,127.0050075
40.0,16.0,0.004,0.02,0.025,0.3,37.5720164,127.0050075
51.0,16.0,0.004,0.017,0.027,0.4,37.5720164,127.0050075
56.0,15.0,0.004,0.016,0.028,0.4,37.5720164,127.0050075
52.0,11.0,0.004,0.013,0.033,0.3,37.5720164,127.0050075
54.0,12.0,0.004,0.014,0.033,0.3,37.5720164,127.0050075
56.0,15.0,0.004,0.017,0.03,0.3,37.5720164,127.0050075
46.0,12.0,0.003,0.017,0.03,0.3,37.5720164,127.0050075
37.0,9.0,0.004,0.019,0.028,0.4,37.5720164,127.0050075
45.0,11.0,0.004,0.021,0.026,0.3,37.5720164,127.0050075
51.0,15.0,0.004,0.021,0.026,0.4,37.5720164,127.0050075
50.0,14.0,0.003,0.018,0.027,0.3,37.5720164,127.0050075
49.0,12.0,0.004,0.019,0.026,0.4,37.5720164,127.0050075
41.0,13.0,0.004,0.018,0.027,0.4,37.5720164,127.0050075
33.0,13.0,0.004,0.024,0.022,0.4,37.5720164,127.0050075
30.0,13.0,0.004,0.026,0.019,0.4,37.5720164,127.0050075
29.0,16.0,0.003,0.019,0.025,0.4,37.5720164,127.0050075
28.0,12.0,0.004,0.009,0.031,0.3,37.5720164,127.0050075
31.0,15.0,0.004,0.01,0.028,0.4,37.5720164,127.0050075
33.0,18.0,0.004,0.011,0.027,0.4,37.5720164,127.0050075
30.0,21.0,0.004,0.012,0.027,0.3,37.5720164,127.0050075
30.0,18.0,0.004,0.012,0.026,0.3,37.5720164,127.0050075
29.0,20.0,0.004,0.016,0.023,0.3,37.5720164,127.0050075
29.0,18.0,0.004,0.021,0.021,0.4,37.5720164,127.0050075
26.0,17.0,0.004,0.02,0.022,0.3,37.5720164,127.0050075
23.0,12.0,0.004,0.017,0.025,0.3,37.5720164,127.0050075
25.0,15.0,0.004,0.012,0.029,0.3,37.5720164,127.0050075
28.0,16.0,0.004,0.013,0.029,0.4,37.5720164,127.0050075
27.0,16.0,0.004,0.012,0.032,0.4,37.5720164,127.0050075
30.0,17.0,0.003,0.014,0.033,0.3,37.5720164,127.0050075
27.0,16.0,0.004,0.016,0.031,0.4,37.5720164,127.0050075
29.0,15.0,0.003,0.015,0.033,0.3,37.5720164,127.0050075
28.0,15.0,0.003,0.017,0.03,0.3,37.5720164,127.0050075
28.0,14.0,0.003,0.019,0.029,0.4,37.5720164,127.0050075
30.0,16.0,0.003,0.02,0.027,0.4,37.5720164,127.0050075
33.0,16.0,0.003,0.019,0.027,0.3,37.5720164,127.0050075
32.0,20.0,0.003,0.017,0.028,0.4,37.5720164,127.0050075
31.0,18.0,0.003,0.022,0.023,0.4,37.5720164,127.0050075
26.0,16.0,0.003,0.025,0.019,0.4,37.5720164,127.0050075
26.0,15.0,0.003,0.022,0.023,0.4,37.5720164,127.0050075
27.0,15.0,0.003,0.016,0.026,0.3,37.5720164,127.0050075
25.0,13.0,0.003,0.01,0.028,0.3,37.5720164,127.0050075
25.0,15.0,0.004,0.009,0.029,0.3,37.5720164,127.0050075
25.0,14.0,0.003,0.008,0.031,0.3,37.5720164,127.0050075
24.0,15.0,0.003,0.011,0.028,0.3,37.5720164,127.0050075
23.0,14.0,0.003,0.016,0.023,0.3,37.5720164,127.0050075
27.0,16.0,0.003,0.022,0.018,0.3,37.5720164,127.0050075
25.0,15.0,0.003,0.03,0.012,0.4,37.5720164,127.0050075
27.0,18.0,0.003,0.029,0.014,0.4,37.5720164,127.0050075
25.0,16.0,0.004,0.016,0.025,0.4,37.5720164,127.0050075
37.0,24.0,0.004,0.018,0.024,0.4,37.5720164,127.0050075
36.0,23.0,0.004,0.015,0.029,0.4,37.5720164,127.0050075
42.0,29.0,0.004,0.014,0.031,0.4,37.5720164,127.0050075
32.0,18.0,0.004,0.013,0.033,0.3,37.5720164,127.0050075
29.0,17.0,0.004,0.014,0.033,0.3,37.5720164,127.0050075
29.0,16.0,0.004,0.018,0.031,0.4,37.5720164,127.0050075
